airline,source,destination,duration,total_stops,additional_info,dep_time_hour,dep_time_min,dtoj_day,dtoj_month,dtoj_year,route_key,price
Multiple Carriers,delhi,cochin,870,1,no info,4,45,21,3,2019,"('delhi', 'cochin')",6630
Jet Airways,kolkata,banglore,845,1,in-flight meal not included,20,0,15,5,2019,"('kolkata', 'banglore')",8586
Multiple Carriers,delhi,cochin,840,1,no info,7,0,3,6,2019,"('delhi', 'cochin')",7618
Indigo,kolkata,banglore,265,1,no info,19,20,12,6,2019,"('kolkata', 'banglore')",3574
Multiple Carriers,delhi,cochin,930,1,no info,10,0,12,6,2019,"('delhi', 'cochin')",13377
Spicejet,kolkata,banglore,140,0,no info,22,20,3,3,2019,"('kolkata', 'banglore')",5515
Jet Airways,kolkata,banglore,1025,1,in-flight meal not included,6,30,15,5,2019,"('kolkata', 'banglore')",8586
Air India,kolkata,banglore,1165,2,no info,10,0,9,5,2019,"('kolkata', 'banglore')",14424
Jet Airways,kolkata,banglore,910,1,in-flight meal not included,18,55,6,5,2019,"('kolkata', 'banglore')",7757
Multiple Carriers,delhi,cochin,660,1,no info,8,0,27,6,2019,"('delhi', 'cochin')",12192
Vistara,mumbai,hyderabad,670,1,no info,8,45,6,3,2019,"('mumbai', 'hyderabad')",12395
Air Asia,delhi,cochin,470,1,no info,7,55,9,6,2019,"('delhi', 'cochin')",8759
Jet Airways,delhi,cochin,535,2,in-flight meal not included,19,30,9,6,2019,"('delhi', 'cochin')",10368
Jet Airways,delhi,cochin,1140,2,no info,9,25,12,6,2019,"('delhi', 'cochin')",13882
Jet Airways,delhi,cochin,1005,1,in-flight meal not included,2,15,27,5,2019,"('delhi', 'cochin')",12898
Jet Airways,delhi,cochin,1610,1,no info,16,0,21,3,2019,"('delhi', 'cochin')",12557
Indigo,kolkata,banglore,155,0,no info,17,15,12,4,2019,"('kolkata', 'banglore')",4174
Air India,delhi,cochin,1580,2,no info,7,5,15,5,2019,"('delhi', 'cochin')",10975
Indigo,delhi,cochin,325,1,no info,2,0,1,4,2019,"('delhi', 'cochin')",5164
Multiple Carriers,delhi,cochin,630,1,no info,8,45,15,5,2019,"('delhi', 'cochin')",8266
Air India,delhi,cochin,1580,2,no info,16,55,3,6,2019,"('delhi', 'cochin')",13381
Vistara,banglore,new delhi,160,0,no info,19,40,18,3,2019,"('banglore', 'new delhi')",12123
Jet Airways,banglore,delhi,175,0,in-flight meal not included,15,15,12,6,2019,"('banglore', 'delhi')",5769
Air India,delhi,cochin,1590,1,no info,20,30,12,6,2019,"('delhi', 'cochin')",8907
Jet Airways,delhi,cochin,1505,1,in-flight meal not included,11,30,1,6,2019,"('delhi', 'cochin')",10262
Jet Airways,kolkata,banglore,1495,1,no info,19,45,24,3,2019,"('kolkata', 'banglore')",13759
Spicejet,chennai,kolkata,135,0,no info,8,20,3,6,2019,"('chennai', 'kolkata')",3597
Air India,delhi,cochin,170,0,no info,5,10,18,5,2019,"('delhi', 'cochin')",6934
Jet Airways,delhi,cochin,1005,1,in-flight meal not included,2,15,3,6,2019,"('delhi', 'cochin')",10262
Multiple Carriers,delhi,cochin,615,1,no info,8,45,3,6,2019,"('delhi', 'cochin')",12524
Jet Airways,kolkata,banglore,1200,1,no info,14,5,1,5,2019,"('kolkata', 'banglore')",13941
Air Asia,delhi,cochin,470,1,no info,7,55,12,6,2019,"('delhi', 'cochin')",6152
Air India,kolkata,banglore,960,1,no info,20,30,24,3,2019,"('kolkata', 'banglore')",12173
Spicejet,kolkata,banglore,145,0,no info,9,0,21,6,2019,"('kolkata', 'banglore')",3873
Air Asia,kolkata,banglore,220,1,no info,6,50,18,5,2019,"('kolkata', 'banglore')",6857
Vistara,kolkata,banglore,930,1,no info,7,10,12,6,2019,"('kolkata', 'banglore')",8452
Air India,banglore,new delhi,165,0,no info,21,10,24,3,2019,"('banglore', 'new delhi')",4441
Spicejet,kolkata,banglore,315,1,no info,15,5,3,4,2019,"('kolkata', 'banglore')",4649
Jet Airways,banglore,new delhi,950,1,no info,8,55,1,3,2019,"('banglore', 'new delhi')",26890
Jet Airways,kolkata,banglore,840,1,no info,9,35,21,5,2019,"('kolkata', 'banglore')",14151
Indigo,chennai,kolkata,140,0,no info,14,45,15,6,2019,"('chennai', 'kolkata')",3597
Jet Airways,kolkata,banglore,1330,1,no info,6,30,9,5,2019,"('kolkata', 'banglore')",13941
Jet Airways,delhi,cochin,620,1,in-flight meal not included,2,15,1,6,2019,"('delhi', 'cochin')",10262
Goair,banglore,new delhi,175,0,no info,11,40,24,3,2019,"('banglore', 'new delhi')",3898
Multiple Carriers,delhi,cochin,540,1,no info,7,10,12,6,2019,"('delhi', 'cochin')",6513
Jet Airways,kolkata,banglore,690,1,in-flight meal not included,9,35,12,6,2019,"('kolkata', 'banglore')",10539
Multiple Carriers,delhi,cochin,570,1,no info,11,30,27,5,2019,"('delhi', 'cochin')",13587
Jet Airways,delhi,cochin,865,1,no info,14,0,1,6,2019,"('delhi', 'cochin')",14714
Multiple Carriers,delhi,cochin,505,1,no info,7,5,27,3,2019,"('delhi', 'cochin')",12537
Spicejet,banglore,delhi,160,0,no info,5,55,6,6,2019,"('banglore', 'delhi')",3625
Indigo,kolkata,banglore,160,0,no info,21,25,21,6,2019,"('kolkata', 'banglore')",4804
Multiple Carriers,delhi,cochin,435,1,no info,18,15,12,6,2019,"('delhi', 'cochin')",13377
Air India,chennai,kolkata,135,0,no info,11,40,12,6,2019,"('chennai', 'kolkata')",4667
Air India,kolkata,banglore,1390,2,no info,12,0,12,5,2019,"('kolkata', 'banglore')",10676
Air India,kolkata,banglore,150,0,no info,14,15,24,5,2019,"('kolkata', 'banglore')",5510
Indigo,banglore,delhi,165,0,no info,1,30,24,5,2019,"('banglore', 'delhi')",3419
Jet Airways,kolkata,banglore,520,1,no info,20,0,12,6,2019,"('kolkata', 'banglore')",12576
Indigo,banglore,delhi,170,0,no info,13,0,24,4,2019,"('banglore', 'delhi')",4423
Jet Airways,delhi,cochin,1615,2,no info,9,40,6,5,2019,"('delhi', 'cochin')",15129
Air Asia,delhi,cochin,865,1,no info,16,45,21,5,2019,"('delhi', 'cochin')",8327
Indigo,delhi,cochin,305,1,no info,23,30,15,5,2019,"('delhi', 'cochin')",10123
Multiple Carriers,delhi,cochin,490,1,no info,12,50,6,6,2019,"('delhi', 'cochin')",7005
Jet Airways,kolkata,banglore,1520,1,no info,9,35,1,4,2019,"('kolkata', 'banglore')",11467
Spicejet,kolkata,banglore,145,0,no check-in baggage included,9,0,1,5,2019,"('kolkata', 'banglore')",3841
Air India,kolkata,banglore,1840,2,no info,5,50,6,6,2019,"('kolkata', 'banglore')",12723
Jet Airways,kolkata,banglore,850,1,no info,8,25,18,5,2019,"('kolkata', 'banglore')",14781
Jet Airways,banglore,new delhi,1280,1,no info,11,40,1,3,2019,"('banglore', 'new delhi')",20800
Air Asia,kolkata,banglore,155,0,no info,10,20,9,3,2019,"('kolkata', 'banglore')",4384
Indigo,kolkata,banglore,150,0,no info,14,25,6,6,2019,"('kolkata', 'banglore')",4804
Indigo,kolkata,banglore,160,0,no info,21,25,6,6,2019,"('kolkata', 'banglore')",4804
Indigo,banglore,delhi,165,0,no info,1,30,1,6,2019,"('banglore', 'delhi')",4077
Multiple Carriers,delhi,cochin,460,1,no info,4,55,3,6,2019,"('delhi', 'cochin')",11622
Spicejet,kolkata,banglore,150,0,no check-in baggage included,17,10,27,4,2019,"('kolkata', 'banglore')",3841
Jet Airways,mumbai,hyderabad,85,0,in-flight meal not included,2,55,3,6,2019,"('mumbai', 'hyderabad')",4050
Jet Airways,kolkata,banglore,875,1,in-flight meal not included,14,5,6,5,2019,"('kolkata', 'banglore')",9663
Jet Airways,kolkata,banglore,775,1,in-flight meal not included,21,10,9,6,2019,"('kolkata', 'banglore')",11841
Jet Airways,kolkata,banglore,475,1,in-flight meal not included,8,25,6,5,2019,"('kolkata', 'banglore')",10844
Jet Airways,kolkata,banglore,1335,1,in-flight meal not included,20,0,12,5,2019,"('kolkata', 'banglore')",10844
Indigo,banglore,delhi,180,0,no info,16,55,27,5,2019,"('banglore', 'delhi')",4823
Jet Airways,banglore,new delhi,625,1,no info,5,45,6,3,2019,"('banglore', 'new delhi')",16736
Multiple Carriers,delhi,cochin,780,1,no info,0,20,1,3,2019,"('delhi', 'cochin')",29528
Air India,delhi,cochin,170,0,no info,5,10,3,3,2019,"('delhi', 'cochin')",7931
Jet Airways,delhi,cochin,1475,2,no info,19,10,6,3,2019,"('delhi', 'cochin')",21954
Jet Airways,kolkata,banglore,590,1,in-flight meal not included,6,30,12,5,2019,"('kolkata', 'banglore')",10844
Air India,kolkata,banglore,155,0,no info,20,45,27,6,2019,"('kolkata', 'banglore')",4145
Indigo,delhi,cochin,415,1,no info,18,35,1,5,2019,"('delhi', 'cochin')",8854
Jet Airways,kolkata,banglore,1080,1,in-flight meal not included,20,25,24,5,2019,"('kolkata', 'banglore')",10703
Jet Airways,kolkata,banglore,800,1,no info,20,0,12,6,2019,"('kolkata', 'banglore')",13044
Jet Airways,kolkata,banglore,590,1,no info,6,30,6,5,2019,"('kolkata', 'banglore')",14781
Indigo,delhi,cochin,370,1,no info,16,10,21,3,2019,"('delhi', 'cochin')",6528
Air India,banglore,delhi,165,0,no info,17,0,21,4,2019,"('banglore', 'delhi')",5438
Air India,delhi,cochin,1245,2,no info,10,55,27,5,2019,"('delhi', 'cochin')",13643
Air India,delhi,cochin,1470,2,no info,18,45,24,6,2019,"('delhi', 'cochin')",11732
Jet Airways,banglore,delhi,165,0,no info,6,0,12,6,2019,"('banglore', 'delhi')",8016
Jet Airways,kolkata,banglore,800,1,no info,20,25,15,5,2019,"('kolkata', 'banglore')",13067
Jet Airways,banglore,new delhi,1265,1,no info,8,0,1,3,2019,"('banglore', 'new delhi')",22270
Multiple Carriers,delhi,cochin,630,1,no info,8,45,12,6,2019,"('delhi', 'cochin')",8266
Jet Airways,delhi,cochin,810,2,no info,23,5,27,5,2019,"('delhi', 'cochin')",15129
Spicejet,banglore,new delhi,475,1,no info,10,20,1,3,2019,"('banglore', 'new delhi')",23267
Jet Airways,delhi,cochin,300,1,in-flight meal not included,14,0,12,6,2019,"('delhi', 'cochin')",10262
Goair,banglore,delhi,170,0,no info,11,40,1,5,2019,"('banglore', 'delhi')",4340
Jet Airways,kolkata,banglore,1730,1,in-flight meal not included,9,35,1,5,2019,"('kolkata', 'banglore')",9314
Multiple Carriers,delhi,cochin,910,1,in-flight meal not included,7,10,3,3,2019,"('delhi', 'cochin')",11125
Air India,delhi,cochin,865,2,no info,17,15,9,4,2019,"('delhi', 'cochin')",8052
Vistara,chennai,kolkata,140,0,no info,17,45,18,6,2019,"('chennai', 'kolkata')",11982
Vistara,banglore,new delhi,355,1,no info,6,40,3,3,2019,"('banglore', 'new delhi')",12476
Indigo,mumbai,hyderabad,90,0,no info,6,25,15,6,2019,"('mumbai', 'hyderabad')",4049
Indigo,banglore,delhi,170,0,no info,4,0,18,6,2019,"('banglore', 'delhi')",3943
Jet Airways,kolkata,banglore,1545,1,in-flight meal not included,6,30,21,5,2019,"('kolkata', 'banglore')",8586
Jet Airways,kolkata,banglore,685,1,in-flight meal not included,8,25,1,4,2019,"('kolkata', 'banglore')",7064
Jet Airways,kolkata,banglore,1055,1,no info,16,30,9,5,2019,"('kolkata', 'banglore')",13941
Indigo,delhi,cochin,315,1,no info,7,15,6,6,2019,"('delhi', 'cochin')",6582
Vistara,kolkata,banglore,1350,1,no info,20,20,24,5,2019,"('kolkata', 'banglore')",9345
Jet Airways,banglore,delhi,180,0,in-flight meal not included,17,45,1,4,2019,"('banglore', 'delhi')",4544
Vistara,kolkata,banglore,1550,1,no info,17,0,1,5,2019,"('kolkata', 'banglore')",8610
Indigo,banglore,delhi,165,0,no info,1,30,15,5,2019,"('banglore', 'delhi')",3419
Spicejet,banglore,new delhi,175,0,no info,9,35,24,3,2019,"('banglore', 'new delhi')",6309
Multiple Carriers,delhi,cochin,835,1,in-flight meal not included,7,5,27,5,2019,"('delhi', 'cochin')",10406
Multiple Carriers,delhi,cochin,925,1,no info,7,5,15,6,2019,"('delhi', 'cochin')",9646
Jet Airways,delhi,cochin,810,2,in-flight meal not included,5,30,6,6,2019,"('delhi', 'cochin')",11507
Jet Airways,kolkata,banglore,775,1,in-flight meal not included,21,10,24,5,2019,"('kolkata', 'banglore')",9663
Jet Airways,kolkata,banglore,450,1,no info,21,10,18,5,2019,"('kolkata', 'banglore')",13941
Jet Airways,kolkata,banglore,960,1,in-flight meal not included,20,0,21,5,2019,"('kolkata', 'banglore')",10844
Air India,banglore,new delhi,435,2,no info,10,30,18,3,2019,"('banglore', 'new delhi')",13261
Jet Airways,kolkata,banglore,800,1,no info,20,25,21,5,2019,"('kolkata', 'banglore')",13067
Indigo,delhi,cochin,345,1,no info,2,0,12,6,2019,"('delhi', 'cochin')",6386
Air Asia,delhi,cochin,830,1,no info,16,45,24,6,2019,"('delhi', 'cochin')",6752
Jet Airways,kolkata,banglore,585,1,no info,18,55,12,6,2019,"('kolkata', 'banglore')",12576
Jet Airways,delhi,cochin,425,2,in-flight meal not included,5,30,12,6,2019,"('delhi', 'cochin')",13344
Vistara,chennai,kolkata,135,0,no info,7,5,21,5,2019,"('chennai', 'kolkata')",3687
Indigo,banglore,delhi,180,0,no info,21,15,12,4,2019,"('banglore', 'delhi')",4990
Indigo,mumbai,hyderabad,90,0,no info,16,55,18,3,2019,"('mumbai', 'hyderabad')",3175
Air India,banglore,new delhi,1600,2,no info,6,45,12,3,2019,"('banglore', 'new delhi')",12515
Jet Airways,delhi,cochin,620,1,no info,2,15,15,6,2019,"('delhi', 'cochin')",18371
Indigo,banglore,delhi,165,0,no info,1,30,9,4,2019,"('banglore', 'delhi')",3419
Jet Airways,kolkata,banglore,1655,1,in-flight meal not included,8,25,1,4,2019,"('kolkata', 'banglore')",7064
Indigo,delhi,cochin,195,0,no info,5,35,18,6,2019,"('delhi', 'cochin')",5000
Jet Airways,banglore,new delhi,405,1,no info,11,40,6,3,2019,"('banglore', 'new delhi')",19225
Vistara,banglore,delhi,165,0,no info,19,30,9,4,2019,"('banglore', 'delhi')",5613
Spicejet,kolkata,banglore,140,0,no info,22,20,6,3,2019,"('kolkata', 'banglore')",3849
Multiple Carriers,delhi,cochin,900,1,no info,6,0,18,5,2019,"('delhi', 'cochin')",7670
Jet Airways,kolkata,banglore,685,1,in-flight meal not included,8,25,18,5,2019,"('kolkata', 'banglore')",10844
Jet Airways,kolkata,banglore,1570,1,no info,17,0,18,5,2019,"('kolkata', 'banglore')",14151
Jet Airways,delhi,cochin,535,2,in-flight meal not included,19,30,21,5,2019,"('delhi', 'cochin')",13029
Air India,delhi,cochin,1245,2,no info,10,55,24,6,2019,"('delhi', 'cochin')",11753
Vistara,kolkata,banglore,765,1,no info,20,20,21,5,2019,"('kolkata', 'banglore')",8452
Multiple Carriers,delhi,cochin,390,1,no info,19,0,9,4,2019,"('delhi', 'cochin')",7363
Spicejet,banglore,delhi,170,0,no info,9,30,21,6,2019,"('banglore', 'delhi')",3625
Jet Airways,kolkata,banglore,1285,1,in-flight meal not included,18,55,18,5,2019,"('kolkata', 'banglore')",10844
Indigo,delhi,cochin,300,1,no info,16,0,1,6,2019,"('delhi', 'cochin')",6593
Jet Airways,delhi,cochin,1415,1,in-flight meal not included,13,0,3,6,2019,"('delhi', 'cochin')",10262
Air India,kolkata,banglore,1440,1,no info,14,35,24,5,2019,"('kolkata', 'banglore')",6528
Air Asia,banglore,delhi,170,0,no info,23,55,24,5,2019,"('banglore', 'delhi')",4483
Jet Airways,banglore,delhi,180,0,in-flight meal not included,8,20,24,5,2019,"('banglore', 'delhi')",4030
Jet Airways,kolkata,banglore,1295,1,no info,20,25,9,6,2019,"('kolkata', 'banglore')",13401
Indigo,banglore,delhi,170,0,no info,8,30,27,5,2019,"('banglore', 'delhi')",4823
Jet Airways,kolkata,banglore,570,1,no info,14,5,12,6,2019,"('kolkata', 'banglore')",13626
Jet Airways,kolkata,banglore,1285,1,no info,18,55,6,5,2019,"('kolkata', 'banglore')",13584
Jet Airways,delhi,cochin,195,0,in-flight meal not included,11,0,12,5,2019,"('delhi', 'cochin')",7202
Jet Airways,delhi,cochin,1140,2,in-flight meal not included,9,25,6,6,2019,"('delhi', 'cochin')",11992
Multiple Carriers,delhi,cochin,440,1,no info,11,40,12,6,2019,"('delhi', 'cochin')",11789
Spicejet,banglore,delhi,160,0,no info,5,55,27,5,2019,"('banglore', 'delhi')",3311
Multiple Carriers,delhi,cochin,930,1,no info,10,0,6,6,2019,"('delhi', 'cochin')",13377
Jet Airways,delhi,cochin,610,1,in-flight meal not included,18,15,15,6,2019,"('delhi', 'cochin')",10262
Indigo,banglore,delhi,170,0,no info,4,0,1,6,2019,"('banglore', 'delhi')",3943
Jet Airways,kolkata,banglore,1495,1,in-flight meal not included,8,25,1,5,2019,"('kolkata', 'banglore')",9663
Multiple Carriers,delhi,cochin,705,1,no info,7,30,15,6,2019,"('delhi', 'cochin')",8614
Spicejet,kolkata,banglore,340,1,no info,15,5,24,3,2019,"('kolkata', 'banglore')",6197
Jet Airways,delhi,cochin,825,1,in-flight meal not included,22,50,6,4,2019,"('delhi', 'cochin')",5177
Air India,delhi,cochin,555,1,no info,10,0,15,5,2019,"('delhi', 'cochin')",8372
Jet Airways,banglore,new delhi,1350,1,no info,22,50,6,3,2019,"('banglore', 'new delhi')",17471
Multiple Carriers,delhi,cochin,420,1,no info,14,0,27,6,2019,"('delhi', 'cochin')",13587
Multiple Carriers,delhi,cochin,705,1,no info,7,30,24,6,2019,"('delhi', 'cochin')",9001
Jet Airways,delhi,cochin,1040,1,in-flight meal not included,19,15,12,6,2019,"('delhi', 'cochin')",10262
Jet Airways,kolkata,banglore,570,1,no info,14,5,6,5,2019,"('kolkata', 'banglore')",15149
Jet Airways,delhi,cochin,1505,1,in-flight meal not included,11,30,12,6,2019,"('delhi', 'cochin')",10262
Jet Airways,delhi,cochin,1420,2,in-flight meal not included,19,10,21,3,2019,"('delhi', 'cochin')",6643
Spicejet,banglore,delhi,160,0,no check-in baggage included,5,55,9,5,2019,"('banglore', 'delhi')",3573
Jet Airways,delhi,cochin,1350,2,no info,14,5,9,6,2019,"('delhi', 'cochin')",13882
Air India,banglore,delhi,170,0,no info,13,20,9,5,2019,"('banglore', 'delhi')",6121
Air Asia,kolkata,banglore,150,0,no info,19,55,15,5,2019,"('kolkata', 'banglore')",4409
Vistara,chennai,kolkata,140,0,no info,17,45,3,5,2019,"('chennai', 'kolkata')",11982
Indigo,banglore,delhi,170,0,no info,8,30,15,4,2019,"('banglore', 'delhi')",4823
Jet Airways,delhi,cochin,195,0,no info,11,0,9,3,2019,"('delhi', 'cochin')",9564
Air India,delhi,cochin,615,1,no info,9,0,21,3,2019,"('delhi', 'cochin')",6902
Air Asia,delhi,cochin,625,1,no info,20,45,18,5,2019,"('delhi', 'cochin')",7452
Indigo,delhi,cochin,305,1,no info,20,25,3,4,2019,"('delhi', 'cochin')",5073
Jet Airways,banglore,delhi,165,0,no info,6,0,1,6,2019,"('banglore', 'delhi')",8016
Jet Airways,mumbai,hyderabad,85,0,no info,7,5,21,6,2019,"('mumbai', 'hyderabad')",8040
Vistara,banglore,delhi,160,0,no info,7,0,6,4,2019,"('banglore', 'delhi')",5613
Indigo,kolkata,banglore,165,0,no info,10,10,24,3,2019,"('kolkata', 'banglore')",6565
Jet Airways,kolkata,banglore,575,1,in-flight meal not included,9,35,1,4,2019,"('kolkata', 'banglore')",9314
Vistara,kolkata,banglore,1555,1,no info,7,10,12,5,2019,"('kolkata', 'banglore')",9397
Spicejet,kolkata,banglore,330,1,no info,15,55,12,5,2019,"('kolkata', 'banglore')",8844
Jet Airways,kolkata,banglore,865,1,in-flight meal not included,18,55,24,5,2019,"('kolkata', 'banglore')",10844
Jet Airways,delhi,cochin,810,2,no info,23,5,9,5,2019,"('delhi', 'cochin')",15129
Vistara,banglore,delhi,165,0,no info,19,30,6,4,2019,"('banglore', 'delhi')",5613
Air India,delhi,cochin,555,1,no info,10,0,24,6,2019,"('delhi', 'cochin')",9194
Air India,banglore,new delhi,1520,1,no info,22,0,9,3,2019,"('banglore', 'new delhi')",8425
Jet Airways,kolkata,banglore,875,1,no info,14,5,21,5,2019,"('kolkata', 'banglore')",14388
Jet Airways,banglore,delhi,175,0,in-flight meal not included,11,10,3,6,2019,"('banglore', 'delhi')",5769
Multiple Carriers,delhi,cochin,740,1,no info,6,40,27,5,2019,"('delhi', 'cochin')",9315
Jet Airways,kolkata,banglore,685,1,in-flight meal not included,8,25,12,6,2019,"('kolkata', 'banglore')",9899
Indigo,banglore,delhi,170,0,no info,10,10,12,4,2019,"('banglore', 'delhi')",4591
Jet Airways,delhi,cochin,1195,2,no info,23,5,18,5,2019,"('delhi', 'cochin')",15129
Indigo,mumbai,hyderabad,85,0,no info,9,10,9,3,2019,"('mumbai', 'hyderabad')",7417
Spicejet,mumbai,hyderabad,90,0,no info,22,45,24,5,2019,"('mumbai', 'hyderabad')",2017
Jet Airways,kolkata,banglore,1520,1,no info,9,35,9,6,2019,"('kolkata', 'banglore')",14151
Jet Airways,banglore,delhi,175,0,no info,11,10,9,5,2019,"('banglore', 'delhi')",7229
Jet Airways,kolkata,banglore,400,1,in-flight meal not included,14,5,9,5,2019,"('kolkata', 'banglore')",10844
Spicejet,mumbai,hyderabad,90,0,no check-in baggage included,13,15,9,5,2019,"('mumbai', 'hyderabad')",2175
Vistara,delhi,cochin,190,0,no info,6,0,18,4,2019,"('delhi', 'cochin')",6741
Air India,delhi,cochin,635,1,no info,8,40,9,3,2019,"('delhi', 'cochin')",18959
Indigo,delhi,cochin,425,1,no info,5,5,27,5,2019,"('delhi', 'cochin')",6600
Air India,delhi,cochin,1535,1,no info,5,15,6,6,2019,"('delhi', 'cochin')",6587
Jet Airways,delhi,cochin,830,2,no info,14,35,9,6,2019,"('delhi', 'cochin')",13376
Air India,delhi,cochin,1180,2,no info,12,0,3,6,2019,"('delhi', 'cochin')",8603
Air India,delhi,cochin,555,1,no info,10,0,18,5,2019,"('delhi', 'cochin')",8879
Air India,kolkata,banglore,1350,1,no info,9,25,9,6,2019,"('kolkata', 'banglore')",8366
Jet Airways,kolkata,banglore,390,1,in-flight meal not included,16,55,24,3,2019,"('kolkata', 'banglore')",11134
Air India,kolkata,banglore,1610,2,no info,8,20,18,5,2019,"('kolkata', 'banglore')",11222
Jet Airways,kolkata,banglore,1345,1,no info,19,45,24,3,2019,"('kolkata', 'banglore')",13759
Jet Airways,banglore,delhi,175,0,no info,15,15,1,5,2019,"('banglore', 'delhi')",7229
Jet Airways,delhi,cochin,1195,2,no info,23,5,24,5,2019,"('delhi', 'cochin')",15129
Air Asia,delhi,cochin,340,1,no info,16,45,6,6,2019,"('delhi', 'cochin')",11410
Indigo,kolkata,banglore,155,0,no info,4,40,1,6,2019,"('kolkata', 'banglore')",4804
Jet Airways,kolkata,banglore,1080,1,in-flight meal not included,20,25,6,6,2019,"('kolkata', 'banglore')",10539
Indigo,mumbai,hyderabad,85,0,no info,6,20,15,3,2019,"('mumbai', 'hyderabad')",3342
Jet Airways,banglore,delhi,180,0,in-flight meal not included,8,20,12,6,2019,"('banglore', 'delhi')",5769
Jet Airways,kolkata,banglore,960,1,in-flight meal not included,20,0,1,5,2019,"('kolkata', 'banglore')",9663
